#gene	percentage_gene_coverage	gene_mean_read_coverage	percentage_gene_low_coverage	number_positions_multiple_alleles	percentage_gene_identity
gb:FJ639813|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V2251/2005|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:FJ810415|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V2253/2005|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:FJ639814|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V2254/2005|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:FJ639815|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V2255/2006|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:FJ639818|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V2258/2006|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:FJ639819|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V2259/2006|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:FJ639820|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V2260/2006|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:FJ639821|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V2261/2006|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:FJ639823|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V2263/2006|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:FJ639824|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V2264/2006|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:FJ850099|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V2459/2007|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:FJ850100|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V2461/2007|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:FJ882579|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V2465/2007|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:FJ873810|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V2467/2007|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:FJ850103|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V2468/2008|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:FJ850104|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V2469/2008|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:GQ199877|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V2615/2007|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:GU056029|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V3540/1997|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:GU056030|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V3541/1997|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:GU056031|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V3543/1998|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:GU056032|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V3544/1998|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:GU056033|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V3545/1998|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:GU131833|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V3549/2000|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:GU131834|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V3550/2001|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:GU131835|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V3552/2004|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:GU131836|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V3553/2004|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:GU131837|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V3558/2005|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:GU131838|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V3562/2006|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:GU131839|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V3565/2006|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:GU131840|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V3573/2007|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:GU131841|Organism:Dengue_virus_1|Strain_Name:DENV-1/VE/BID-V3576/2007|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:GQ868601|Organism:Dengue_virus_1|Strain_Name:DENV-1/VG/BID-V2937/1985|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:EU660396|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1319/2006|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU660390|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1320/2006|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU660391|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1321/2006|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU660392|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1322/2006|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU660393|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1323/2006|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU660394|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1324/2006|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU660401|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1499/2006|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ373305|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1500/2006|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU660402|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1501/2006|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU660403|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1502/2006|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU660397|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1503/2006|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU687247|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1504/2006|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU660395|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1505/2007|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:EU660412|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1506/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU660418|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1516/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU677151|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1523/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU677152|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1524/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU677154|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1526/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU677155|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1527/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU677156|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1528/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU677157|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1529/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU726777|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1530/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU677158|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1531/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU677159|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1532/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU677160|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1533/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU677161|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1534/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU677162|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1535/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU677163|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1536/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU677164|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1537/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU677165|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1538/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU677139|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1539/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU677140|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1540/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU677166|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1541/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU677167|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1542/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU677168|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1543/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU677170|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1545/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU726778|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1546/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU677171|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1547/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU677172|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1548/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU677173|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1549/2007|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:EU726779|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1551/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU660419|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1552/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU677175|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1553/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU677176|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1555/2007|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:EU726780|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1556/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU726781|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1557/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU677177|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1558/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU677178|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1560/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:EU687251|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1561/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ024425|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1565/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ024426|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1566/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ024427|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1567/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ024428|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1568/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ024430|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1570/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ024431|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1571/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ024432|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1572/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ024433|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1573/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ024434|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1574/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ024435|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1575/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ024436|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1576/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ024437|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1577/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ024472|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1578/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ024438|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1579/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ024439|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1580/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ024440|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1581/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ024441|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1582/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ024442|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1583/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ024443|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1584/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ024444|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1628/2006|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ373296|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1629/2006|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ182018|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1632/2006|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ410287|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1634/2006|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ182019|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1635/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ432719|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1636/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ024445|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1638/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ182021|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1639/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ182022|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1640/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ024446|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1641/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ182023|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1642/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ024447|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1643/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ182024|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1644/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ182025|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1646/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ373297|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1647/2007|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:FJ024448|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1648/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ182026|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1649/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ373298|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1650/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ182027|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1651/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ390381|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1652/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ182028|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1653/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ024449|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1655/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ390382|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1656/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ182003|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1657/2007|Segment:null|Subtype:1|Host:Human|gaps_removed|seqTyping_1	0.0	0.0	100.0	0	0
gb:FJ182029|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1658/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ390383|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1659/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ024450|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1660/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ182030|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1662/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ182031|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1663/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ182032|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1664/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ024451|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1665/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ182033|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1666/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ182034|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1667/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ182036|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1670/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ410289|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1671/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ205876|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1673/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
gb:FJ024455|Organism:Dengue_virus_1|Strain_Name:DENV-1/VN/BID-V1676/2007|Segment:null|Subtype:1-I|Host:Human|gaps_removed|seqTyping_1-I	0.0	0.0	100.0	0	0
